scrap_id,folder,target_area_in2,isosceles_recovery_pct,306090_recovery_pct,equilateral_recovery_pct
audrey_scrap2_Polygon-14,audrey,0.25,68.81,77.41,62.36
audrey_scrap2_Polygon-13,audrey,0.25,67.60,76.06,57.04
audrey_scrap2_Polygon-16,audrey,0.25,83.63,83.63,76.66
audrey_scrap2_Polygon-2,audrey,0.25,78.37,73.14,75.23
audrey_scrap2_Polygon-6,audrey,0.25,65.75,65.75,57.53
audrey_scrap2_Polygon-7,audrey,0.25,75.68,70.28,72.68
audrey_scrap2_Polygon-10,audrey,0.25,70.50,79.32,52.88
audrey_scrap2_Polygon-5,audrey,0.25,38.28,38.28,38.28
audrey_scrap2_Polygon-9,audrey,0.25,69.20,71.43,58.04
audrey_scrap2_Polygon-3,audrey,0.25,40.52,20.26,40.52
audrey_scrap2_Polygon-18,audrey,0.25,69.22,49.75,60.57
audrey_scrap2_Polygon-11,audrey,0.25,70.45,77.06,55.04
audrey_scrap2_Polygon-17,audrey,0.25,58.58,61.83,55.32
audrey_scrap2_Polygon-4,audrey,0.25,43.78,65.67,38.31
audrey_scrap2_Polygon-12,audrey,0.25,70.38,79.17,70.38
audrey_scrap2_Polygon-15,audrey,0.25,69.43,72.99,78.33
audrey_scrap2_Polygon-8,audrey,0.25,75.47,54.48,74.58
audrey_scrap4_Polygon-25,audrey,0.25,85.05,85.83,74.90
audrey_scrap4_Polygon-2,audrey,0.25,58.05,62.51,49.12
audrey_scrap4_Polygon-7,audrey,0.25,69.67,74.65,59.72
audrey_scrap4_Polygon-23,audrey,0.25,67.64,81.17,54.11
audrey_scrap4_Polygon-3,audrey,0.25,83.97,93.30,79.97
audrey_scrap4_Polygon-24,audrey,0.25,84.01,78.59,62.33
audrey_scrap4_Polygon-14,audrey,0.25,39.96,59.93,59.93
audrey_scrap4_Polygon-8,audrey,0.25,64.98,78.91,55.70
audrey_scrap4_Polygon-18,audrey,0.25,64.68,72.76,64.68
audrey_scrap4_Polygon-26,audrey,0.25,60.44,76.56,40.29
audrey_scrap4_Polygon-20,audrey,0.25,61.47,69.15,61.47
audrey_scrap4_Polygon-17,audrey,0.25,42.90,64.35,53.63
audrey_scrap4_Polygon-13,audrey,0.25,47.19,75.50,47.19
audrey_scrap4_Polygon-9,audrey,0.25,56.59,70.73,61.30
audrey_scrap4_Polygon-10,audrey,0.25,60.87,60.87,45.65
audrey_scrap4_Polygon-12,audrey,0.25,41.77,57.44,41.77
audrey_scrap4_Polygon-11,audrey,0.25,74.07,83.33,55.55
audrey_scrap4_Polygon-16,audrey,0.25,64.57,72.64,64.57
audrey_scrap4_Polygon-19,audrey,0.25,46.74,74.79,46.74
audrey_scrap4_Polygon-5,audrey,0.25,74.59,77.36,70.45
audrey_scrap4_Polygon-22,audrey,0.25,65.74,82.17,57.52
audrey_scrap4_Polygon-27,audrey,0.25,67.37,64.56,64.56
audrey_scrap4_Polygon-21,audrey,0.25,73.53,82.72,59.74
audrey_scrap4_Polygon-15,audrey,0.25,39.90,59.85,49.87
audrey_scrap4_Polygon-28,audrey,0.25,72.72,75.23,65.20
audrey_scrap4_Polygon-4,audrey,0.25,77.91,82.66,73.16
audrey_scrap4_Polygon-6,audrey,0.25,75.60,85.05,66.15
audrey_scrap1_Polygon-2,audrey,0.25,71.83,79.01,57.46
audrey_scrap1_Polygon-11,audrey,0.25,64.20,66.20,60.19
audrey_scrap1_Polygon-7,audrey,0.25,68.55,74.97,74.97
audrey_scrap1_Polygon-14,audrey,0.25,68.56,76.96,72.76
audrey_scrap1_Polygon-4,audrey,0.25,62.89,75.46,75.46
audrey_scrap1_Polygon-15,audrey,0.25,71.63,65.29,73.53
audrey_scrap1_Polygon-10,audrey,0.25,46.50,69.74,46.50
audrey_scrap1_Polygon-9,audrey,0.25,66.44,74.74,71.18
audrey_scrap1_Polygon-12,audrey,0.25,53.62,35.75,26.81
audrey_scrap1_Polygon-6,audrey,0.25,76.09,64.20,64.20
audrey_scrap1_Polygon-3,audrey,0.25,85.46,83.70,65.20
audrey_scrap1_Polygon-5,audrey,0.25,62.49,74.99,62.49
audrey_scrap1_Polygon-13,audrey,0.25,68.85,76.95,64.80
audrey_scrap1_Polygon-8,audrey,0.25,90.52,88.08,86.24
audrey_scrap5_Polygon-12,audrey,0.25,67.99,64.41,57.25
audrey_scrap5_Polygon-20,audrey,0.25,70.23,58.69,72.48
audrey_scrap5_Polygon-10,audrey,0.25,41.87,0.00,65.79
audrey_scrap5_Polygon-5,audrey,0.25,75.37,77.97,64.98
audrey_scrap5_Polygon-17,audrey,0.25,68.86,56.81,61.97
audrey_scrap5_Polygon-16,audrey,0.25,73.40,44.04,58.72
audrey_scrap5_Polygon-18,audrey,0.25,85.07,80.75,82.19
audrey_scrap5_Polygon-9,audrey,0.25,85.62,82.70,84.37
audrey_scrap5_Polygon-3,audrey,0.25,62.71,59.58,56.44
audrey_scrap5_Polygon-13,audrey,0.25,70.29,49.20,63.26
audrey_scrap5_Polygon-19,audrey,0.25,69.31,45.05,55.45
audrey_scrap5_Polygon-6,audrey,0.25,66.84,66.84,63.94
audrey_scrap5_Polygon-14,audrey,0.25,67.00,56.42,56.42
audrey_scrap5_Polygon-7,audrey,0.25,74.97,74.97,58.91
audrey_scrap5_Polygon-2,audrey,0.25,55.23,77.33,77.33
audrey_scrap5_Polygon-8,audrey,0.25,72.01,63.37,63.37
audrey_scrap5_Polygon-21,audrey,0.25,62.16,57.83,64.33
audrey_scrap5_Polygon-15,audrey,0.25,80.23,76.79,79.09
audrey_scrap5_Polygon-4,audrey,0.25,58.81,84.54,62.49
audrey_scrap5_Polygon-11,audrey,0.25,66.28,59.65,56.34
audrey_scrap3_Polygon-18,audrey,0.25,71.19,80.09,53.39
audrey_scrap3_Polygon-2,audrey,0.25,82.83,87.19,85.74
audrey_scrap3_Polygon-4,audrey,0.25,46.73,70.10,46.73
audrey_scrap3_Polygon-12,audrey,0.25,54.50,72.66,49.96
audrey_scrap3_Polygon-5,audrey,0.25,83.42,86.03,87.98
audrey_scrap3_Polygon-17,audrey,0.25,59.51,71.91,54.55
audrey_scrap3_Polygon-16,audrey,0.25,67.81,71.28,66.07
audrey_scrap3_Polygon-14,audrey,0.25,37.06,0.00,37.06
audrey_scrap3_Polygon-6,audrey,0.25,67.18,75.57,65.08
audrey_scrap3_Polygon-15,audrey,0.25,68.20,71.61,61.38
audrey_scrap3_Polygon-10,audrey,0.25,85.61,81.53,79.49
audrey_scrap3_Polygon-7,audrey,0.25,51.29,47.34,27.62
audrey_scrap3_Polygon-9,audrey,0.25,70.76,84.91,69.19
audrey_scrap3_Polygon-3,audrey,0.25,80.72,82.79,81.41
audrey_scrap3_Polygon-11,audrey,0.25,74.34,75.89,69.69
audrey_scrap3_Polygon-8,audrey,0.25,83.21,79.25,84.53
audrey_scrap3_Polygon-13,audrey,0.25,59.68,68.21,59.68
audrey_scrap7_Polygon-8,audrey,0.25,68.37,76.92,57.69
audrey_scrap7_Polygon-15,audrey,0.25,68.37,76.92,59.83
audrey_scrap7_Polygon-12,audrey,0.25,64.00,72.01,72.01
audrey_scrap7_Polygon-3,audrey,0.25,70.92,73.14,59.84
audrey_scrap7_Polygon-17,audrey,0.25,65.41,69.77,56.69
audrey_scrap7_Polygon-6,audrey,0.25,68.78,75.23,60.19
audrey_scrap7_Polygon-2,audrey,0.25,68.17,74.56,59.65
audrey_scrap7_Polygon-9,audrey,0.25,70.94,82.76,61.09
audrey_scrap7_Polygon-4,audrey,0.25,65.44,67.56,59.11
audrey_scrap7_Polygon-18,audrey,0.25,64.54,72.61,66.56
audrey_scrap7_Polygon-5,audrey,0.25,63.56,72.04,61.44
audrey_scrap7_Polygon-11,audrey,0.25,65.74,73.96,67.79
audrey_scrap7_Polygon-19,audrey,0.25,69.37,67.13,58.18
audrey_scrap7_Polygon-10,audrey,0.25,66.51,74.82,60.28
audrey_scrap7_Polygon-7,audrey,0.25,68.81,77.42,58.06
audrey_scrap7_Polygon-21,audrey,0.25,60.05,67.56,67.56
audrey_scrap7_Polygon-14,audrey,0.25,68.25,70.45,61.65
audrey_scrap7_Polygon-22,audrey,0.25,64.49,70.35,64.49
audrey_scrap7_Polygon-20,audrey,0.25,62.07,69.82,69.82
audrey_scrap7_Polygon-16,audrey,0.25,69.49,78.17,60.80
audrey_scrap7_Polygon-13,audrey,0.25,66.60,72.85,62.44
audrey_scrap6_Polygon-5,audrey,0.25,86.24,77.01,83.43
audrey_scrap6_Polygon-2,audrey,0.25,89.05,88.28,88.28
audrey_scrap6_Polygon-4,audrey,0.25,87.37,79.04,88.93
audrey_scrap6_Polygon-3,audrey,0.25,90.64,87.15,89.14
audrey_scrap6_Polygon-7,audrey,0.25,85.99,76.43,76.43
audrey_scrap6_Polygon-6,audrey,0.25,64.98,86.64,77.61
oren_scrap2_Polygon-14,oren,0.25,57.32,0.00,28.66
oren_scrap2_Polygon-23,oren,0.25,44.07,66.10,44.07
oren_scrap2_Polygon-13,oren,0.25,56.56,64.64,40.40
oren_scrap2_Polygon-16,oren,0.25,67.56,73.19,56.30
oren_scrap2_Polygon-27,oren,0.25,79.55,79.55,73.87
oren_scrap2_Polygon-20,oren,0.25,45.36,45.36,22.68
oren_scrap2_Polygon-26,oren,0.25,53.84,53.84,44.05
oren_scrap2_Polygon-22,oren,0.25,41.08,41.08,41.08
oren_scrap2_Polygon-2,oren,0.25,74.21,70.84,75.90
oren_scrap2_Polygon-6,oren,0.25,59.95,67.00,63.48
oren_scrap2_Polygon-7,oren,0.25,55.56,37.04,27.78
oren_scrap2_Polygon-10,oren,0.25,84.98,74.44,78.16
oren_scrap2_Polygon-5,oren,0.25,44.00,66.00,44.00
oren_scrap2_Polygon-9,oren,0.25,84.03,76.97,80.18
oren_scrap2_Polygon-3,oren,0.25,69.38,57.81,63.59
oren_scrap2_Polygon-18,oren,0.25,61.62,30.81,30.81
oren_scrap2_Polygon-11,oren,0.25,39.90,39.90,39.90
oren_scrap2_Polygon-21,oren,0.25,52.94,0.00,26.47
oren_scrap2_Polygon-17,oren,0.25,44.37,66.55,44.37
oren_scrap2_Polygon-4,oren,0.25,56.18,56.18,42.14
oren_scrap2_Polygon-19,oren,0.25,68.01,34.01,34.01
oren_scrap2_Polygon-12,oren,0.25,55.65,27.82,27.82
oren_scrap2_Polygon-25,oren,0.25,54.00,39.27,44.18
oren_scrap2_Polygon-15,oren,0.25,63.33,79.16,47.50
oren_scrap2_Polygon-8,oren,0.25,49.12,49.12,49.12
oren_scrap2_Polygon-24,oren,0.25,44.08,35.26,44.08
oren_scrap1_Polygon-2,oren,0.25,62.66,68.93,65.79
oren_scrap1_Polygon-7,oren,0.25,52.28,41.83,52.28
oren_scrap1_Polygon-4,oren,0.25,63.28,56.25,66.80
oren_scrap1_Polygon-9,oren,0.25,95.46,95.46,94.92
oren_scrap1_Polygon-6,oren,0.25,55.34,64.56,36.89
oren_scrap1_Polygon-3,oren,0.25,48.30,72.44,48.30
oren_scrap1_Polygon-5,oren,0.25,38.02,38.02,19.01
oren_scrap1_Polygon-8,oren,0.25,65.35,59.91,54.46
oren_scrap4_Polygon-2,oren,0.25,47.71,23.85,23.85
oren_scrap4_Polygon-7,oren,0.25,70.77,66.05,51.90
oren_scrap4_Polygon-3,oren,0.25,38.17,38.17,38.17
oren_scrap4_Polygon-8,oren,0.25,74.86,76.64,69.51
oren_scrap4_Polygon-9,oren,0.25,80.34,75.32,70.30
oren_scrap4_Polygon-10,oren,0.25,85.01,85.92,85.47
oren_scrap4_Polygon-11,oren,0.25,71.07,63.96,66.33
oren_scrap4_Polygon-5,oren,0.25,67.53,65.03,67.53
oren_scrap4_Polygon-4,oren,0.25,84.77,84.19,81.24
oren_scrap4_Polygon-6,oren,0.25,68.66,72.70,62.60
oren_scrap3_Polygon-18,oren,0.25,66.04,60.04,69.04
oren_scrap3_Polygon-2,oren,0.25,61.90,61.90,45.02
oren_scrap3_Polygon-4,oren,0.25,41.33,41.33,31.00
oren_scrap3_Polygon-12,oren,0.25,84.97,86.60,80.88
oren_scrap3_Polygon-5,oren,0.25,47.73,47.73,28.64
oren_scrap3_Polygon-19,oren,0.25,62.98,72.67,62.98
oren_scrap3_Polygon-17,oren,0.25,68.66,74.15,68.66
oren_scrap3_Polygon-16,oren,0.25,78.66,65.55,65.55
oren_scrap3_Polygon-14,oren,0.25,75.85,79.15,59.36
oren_scrap3_Polygon-20,oren,0.25,65.79,65.79,55.67
oren_scrap3_Polygon-6,oren,0.25,66.22,49.67,33.11
oren_scrap3_Polygon-15,oren,0.25,63.64,74.25,53.04
oren_scrap3_Polygon-10,oren,0.25,61.88,0.00,30.94
oren_scrap3_Polygon-7,oren,0.25,68.82,66.45,64.08
oren_scrap3_Polygon-9,oren,0.25,51.83,51.83,25.91
oren_scrap3_Polygon-3,oren,0.25,57.63,82.85,64.84
oren_scrap3_Polygon-11,oren,0.25,44.11,63.02,50.41
oren_scrap3_Polygon-8,oren,0.25,41.42,62.13,48.32
oren_scrap3_Polygon-13,oren,0.25,68.76,64.18,55.01
oren_scrap5_Polygon-3,oren,0.25,93.94,91.04,90.74
oren_scrap5_Polygon-2,oren,0.25,93.25,91.64,92.58
oren_scrap5_Polygon-4,oren,0.25,81.44,83.46,84.46
fabscrap_scraps7_Polygon-3,fabscrap,0.25,90.09,89.83,91.88
fabscrap_scraps7_Polygon-4,fabscrap,0.25,89.00,95.36,82.64
fabscrap_scraps7_Polygon-2,fabscrap,0.25,77.66,57.83,69.40
fabscrap_scraps8_Polygon-5,fabscrap,0.25,83.85,82.60,82.60
fabscrap_scraps8_Polygon-3,fabscrap,0.25,57.80,38.54,38.54
fabscrap_scraps8_Polygon-2,fabscrap,0.25,87.99,90.95,85.03
fabscrap_scraps8_Polygon-6,fabscrap,0.25,91.48,90.63,88.72
fabscrap_scraps8_Polygon-4,fabscrap,0.25,61.83,41.22,30.92
fabscrap_scraps10_Polygon-6,fabscrap,0.25,59.07,39.38,29.53
fabscrap_scraps10_Polygon-4,fabscrap,0.25,83.05,73.82,55.37
fabscrap_scraps10_Polygon-3,fabscrap,0.25,47.72,71.57,53.68
fabscrap_scraps10_Polygon-10,fabscrap,0.25,84.88,87.55,81.54
fabscrap_scraps10_Polygon-7,fabscrap,0.25,88.55,77.00,77.00
fabscrap_scraps10_Polygon-8,fabscrap,0.25,75.70,69.39,69.39
fabscrap_scraps10_Polygon-9,fabscrap,0.25,49.06,65.41,40.88
fabscrap_scraps10_Polygon-2,fabscrap,0.25,88.81,89.27,87.44
fabscrap_scraps10_Polygon-5,fabscrap,0.25,80.67,71.71,53.78
fabscrap_scraps5_Polygon-7,fabscrap,0.25,50.22,69.05,50.22
fabscrap_scraps5_Polygon-5,fabscrap,0.25,72.58,57.02,67.39
fabscrap_scraps5_Polygon-6,fabscrap,0.25,52.80,70.40,46.93
fabscrap_scraps5_Polygon-8,fabscrap,0.25,87.49,77.77,80.20
fabscrap_scraps5_Polygon-2,fabscrap,0.25,75.92,85.40,75.92
fabscrap_scraps5_Polygon-3,fabscrap,0.25,60.90,60.90,50.75
fabscrap_scraps5_Polygon-9,fabscrap,0.25,85.10,88.64,80.37
fabscrap_scraps5_Polygon-4,fabscrap,0.25,67.76,67.76,62.55
fabscrap_scraps6_Polygon-4,fabscrap,0.25,44.34,66.51,60.97
fabscrap_scraps6_Polygon-3,fabscrap,0.25,56.61,56.61,56.61
fabscrap_scraps6_Polygon-2,fabscrap,0.25,85.54,76.03,71.28
fabscrap_scraps9_Polygon-2,fabscrap,0.25,94.42,94.62,91.44
fabscrap_scraps9_Polygon-3,fabscrap,0.25,87.17,87.42,84.58
fabscrap_scraps9_Polygon-4,fabscrap,0.25,92.30,91.11,89.45
bag1_scrap1_Polygon-2,bag1,0.25,90.80,89.76,88.99
bag1_scrap1_Polygon-4,bag1,0.25,89.40,87.93,88.48
bag1_scrap1_Polygon-3,bag1,0.25,90.09,87.19,86.15
bag1_scrap1_Polygon-5,bag1,0.25,84.66,87.76,79.50
bag1_scrap4_Polygon-2,bag1,0.25,81.11,84.93,79.20
bag1_scrap4_Polygon-7,bag1,0.25,90.23,79.80,85.94
bag1_scrap4_Polygon-3,bag1,0.25,89.19,79.28,82.17
bag1_scrap4_Polygon-5,bag1,0.25,84.21,79.41,82.84
bag1_scrap4_Polygon-4,bag1,0.25,76.83,83.23,77.90
bag1_scrap4_Polygon-6,bag1,0.25,84.48,79.83,77.50
bag1_scrap3_Polygon-2,bag1,0.25,83.63,79.04,80.87
bag1_scrap3_Polygon-4,bag1,0.25,90.38,89.38,90.00
bag1_scrap3_Polygon-5,bag1,0.25,87.73,83.55,84.60
bag1_scrap3_Polygon-3,bag1,0.25,88.25,83.59,86.94
bag1_scrap9_Polygon-5,bag1,0.25,82.94,76.56,80.39
bag1_scrap9_Polygon-4,bag1,0.25,82.99,84.23,85.78
bag1_scrap9_Polygon-3,bag1,0.25,82.43,74.95,81.34
bag1_scrap9_Polygon-2,bag1,0.25,82.86,79.46,83.01
bag1_scrap5_Polygon-5,bag1,0.25,86.27,79.23,82.75
bag1_scrap5_Polygon-3,bag1,0.25,88.49,82.66,87.03
bag1_scrap5_Polygon-6,bag1,0.25,84.97,82.40,84.97
bag1_scrap5_Polygon-7,bag1,0.25,90.64,89.99,90.48
bag1_scrap5_Polygon-2,bag1,0.25,85.80,80.55,86.24
bag1_scrap5_Polygon-4,bag1,0.25,86.09,79.06,81.70
bag1_scrap8_Polygon-3,bag1,0.25,79.43,72.08,81.15
bag1_scrap8_Polygon-4,bag1,0.25,81.85,75.79,84.96
bag1_scrap8_Polygon-2,bag1,0.25,80.39,77.67,81.74
bag1_scrap8_Polygon-5,bag1,0.25,83.63,67.38,87.46
bag1_scrap2_Polygon-2,bag1,0.25,83.12,79.98,82.81
bag1_scrap2_Polygon-6,bag1,0.25,83.51,79.03,81.91
bag1_scrap2_Polygon-5,bag1,0.25,90.83,80.10,82.96
bag1_scrap2_Polygon-3,bag1,0.25,85.21,85.21,85.46
bag1_scrap2_Polygon-4,bag1,0.25,94.06,83.98,82.30
bag1_scrap6_Polygon-5,bag1,0.25,85.70,78.35,84.90
bag1_scrap6_Polygon-2,bag1,0.25,90.35,83.60,86.27
bag1_scrap6_Polygon-4,bag1,0.25,88.88,82.98,86.07
bag1_scrap6_Polygon-3,bag1,0.25,83.63,82.49,81.92
bag1_scrap7_Polygon-3,bag1,0.25,86.86,95.92,89.18
bag1_scrap7_Polygon-6,bag1,0.25,92.67,88.26,84.25
bag1_scrap7_Polygon-2,bag1,0.25,90.21,88.89,85.76
bag1_scrap7_Polygon-4,bag1,0.25,83.10,72.02,76.87
bag1_scrap7_Polygon-5,bag1,0.25,90.16,78.14,81.14
bag1_scrap7_Polygon-7,bag1,0.25,87.26,74.98,86.63
bag1_scrap10_Polygon-3,bag1,0.25,86.34,87.11,84.29
bag1_scrap10_Polygon-4,bag1,0.25,83.85,83.58,85.65
bag1_scrap10_Polygon-2,bag1,0.25,87.85,87.43,87.85
bag4_scrap1_Polygon-2,bag4,0.25,93.89,91.27,91.58
bag4_scrap1_Polygon-4,bag4,0.25,86.20,83.28,79.03
bag4_scrap1_Polygon-3,bag4,0.25,92.16,93.90,90.42
bag4_scrap4_Polygon-2,bag4,0.25,86.57,79.68,85.69
bag4_scrap4_Polygon-3,bag4,0.25,90.83,86.72,89.06
bag4_scrap3_Polygon-2,bag4,0.25,82.57,73.30,77.94
bag4_scrap3_Polygon-4,bag4,0.25,77.60,74.83,77.60
bag4_scrap3_Polygon-12,bag4,0.25,82.36,83.28,79.58
bag4_scrap3_Polygon-5,bag4,0.25,80.90,79.12,80.01
bag4_scrap3_Polygon-14,bag4,0.25,80.03,82.76,79.12
bag4_scrap3_Polygon-6,bag4,0.25,87.29,83.72,87.51
bag4_scrap3_Polygon-10,bag4,0.25,82.32,77.28,78.96
bag4_scrap3_Polygon-7,bag4,0.25,85.41,89.40,86.55
bag4_scrap3_Polygon-9,bag4,0.25,80.95,78.19,79.11
bag4_scrap3_Polygon-3,bag4,0.25,81.48,78.64,76.74
bag4_scrap3_Polygon-11,bag4,0.25,81.71,76.65,79.18
bag4_scrap3_Polygon-8,bag4,0.25,81.44,76.96,80.54
bag4_scrap3_Polygon-13,bag4,0.25,81.33,77.59,78.53
bag4_scrap5_Polygon-5,bag4,0.25,79.48,81.20,80.63
bag4_scrap5_Polygon-3,bag4,0.25,92.98,89.16,91.14
bag4_scrap5_Polygon-2,bag4,0.25,79.49,72.94,81.79
bag4_scrap5_Polygon-4,bag4,0.25,92.75,89.44,86.13
bag4_scrap2_Polygon-2,bag4,0.25,93.89,90.09,92.37
bag4_scrap2_Polygon-3,bag4,0.25,84.91,80.42,84.21
bag4_scrap6_Polygon-5,bag4,0.25,91.43,87.97,83.12
bag4_scrap6_Polygon-2,bag4,0.25,87.47,86.79,91.08
bag4_scrap6_Polygon-4,bag4,0.25,85.41,83.67,83.09
bag4_scrap6_Polygon-3,bag4,0.25,85.62,89.92,83.47
bag4_scrap6_Polygon-7,bag4,0.25,82.82,85.95,80.31
bag4_scrap6_Polygon-6,bag4,0.25,84.22,85.66,77.74
bag4_scrap7_Polygon-3,bag4,0.25,87.91,89.01,85.72
bag4_scrap7_Polygon-2,bag4,0.25,91.93,90.03,90.47
bag4_scrap7_Polygon-4,bag4,0.25,87.25,85.87,84.83
bag4_scrap7_Polygon-5,bag4,0.25,91.56,91.02,91.67
bag4_scrap9_Polygon-3,bag4,0.25,94.29,93.08,88.09
bag4_scrap9_Polygon-2,bag4,0.25,90.00,84.20,88.01
bag4_scrap8_Polygon-2,bag4,0.25,93.90,93.36,93.90
etsybag_scrap10_Polygon-11,etsybag,0.25,70.49,62.66,58.74
etsybag_scrap10_Polygon-22,etsybag,0.25,70.81,62.94,59.01
etsybag_scrap10_Polygon-5,etsybag,0.25,79.09,70.30,65.91
etsybag_scrap10_Polygon-14,etsybag,0.25,75.19,66.83,62.66
etsybag_scrap10_Polygon-19,etsybag,0.25,77.14,68.57,70.71
etsybag_scrap10_Polygon-10,etsybag,0.25,68.42,64.40,56.35
etsybag_scrap10_Polygon-18,etsybag,0.25,77.36,70.73,72.94
etsybag_scrap10_Polygon-9,etsybag,0.25,65.68,70.37,65.68
etsybag_scrap10_Polygon-28,etsybag,0.25,74.10,65.87,61.75
etsybag_scrap10_Polygon-3,etsybag,0.25,69.50,61.78,57.92
etsybag_scrap10_Polygon-24,etsybag,0.25,70.72,66.79,62.86
etsybag_scrap10_Polygon-27,etsybag,0.25,73.47,65.30,61.22
etsybag_scrap10_Polygon-32,etsybag,0.25,65.40,79.03,65.40
etsybag_scrap10_Polygon-17,etsybag,0.25,69.01,61.35,57.51
etsybag_scrap10_Polygon-21,etsybag,0.25,72.61,64.54,60.51
etsybag_scrap10_Polygon-25,etsybag,0.25,71.73,63.76,59.78
etsybag_scrap10_Polygon-15,etsybag,0.25,75.92,67.48,63.26
etsybag_scrap10_Polygon-12,etsybag,0.25,75.74,67.32,63.12
etsybag_scrap10_Polygon-4,etsybag,0.25,68.29,64.50,68.29
etsybag_scrap10_Polygon-2,etsybag,0.25,78.57,69.84,65.47
etsybag_scrap10_Polygon-8,etsybag,0.25,76.28,67.81,63.57
etsybag_scrap10_Polygon-6,etsybag,0.25,77.29,68.70,64.40
etsybag_scrap10_Polygon-30,etsybag,0.25,71.28,62.90,58.70
etsybag_scrap10_Polygon-20,etsybag,0.25,76.78,68.25,63.98
etsybag_scrap10_Polygon-23,etsybag,0.25,71.72,63.75,59.77
etsybag_scrap10_Polygon-7,etsybag,0.25,77.61,68.99,64.67
etsybag_scrap10_Polygon-31,etsybag,0.25,80.14,72.12,72.12
etsybag_scrap10_Polygon-13,etsybag,0.25,76.21,67.75,63.51
etsybag_scrap10_Polygon-16,etsybag,0.25,71.26,63.34,59.38
etsybag_scrap10_Polygon-29,etsybag,0.25,68.76,72.38,65.14
etsybag_scrap10_Polygon-26,etsybag,0.25,76.43,67.94,63.69
etsybag_scrap1_Polygon-2,etsybag,0.25,70.07,62.29,58.39
etsybag_scrap1_Polygon-7,etsybag,0.25,79.63,78.65,78.65
etsybag_scrap1_Polygon-4,etsybag,0.25,68.57,64.54,60.51
etsybag_scrap1_Polygon-6,etsybag,0.25,71.25,63.33,59.37
etsybag_scrap1_Polygon-3,etsybag,0.25,71.39,63.45,65.44
etsybag_scrap1_Polygon-5,etsybag,0.25,74.76,66.45,62.30
etsybag_scrap1_Polygon-8,etsybag,0.25,59.94,51.62,59.94
etsybag_scrap4_Polygon-2,etsybag,0.25,90.06,89.29,89.93
etsybag_scrap4_Polygon-3,etsybag,0.25,85.30,84.83,82.47
etsybag_scrap4_Polygon-5,etsybag,0.25,81.44,75.69,83.90
etsybag_scrap4_Polygon-4,etsybag,0.25,82.02,74.04,84.22
etsybag_scrap7_Polygon-8,etsybag,0.25,86.68,84.16,85.00
etsybag_scrap7_Polygon-3,etsybag,0.25,90.20,80.18,82.68
etsybag_scrap7_Polygon-6,etsybag,0.25,85.03,82.23,82.79
etsybag_scrap7_Polygon-2,etsybag,0.25,77.56,68.94,60.32
etsybag_scrap7_Polygon-4,etsybag,0.25,76.00,83.79,72.10
etsybag_scrap7_Polygon-5,etsybag,0.25,87.21,90.15,86.23
etsybag_scrap7_Polygon-7,etsybag,0.25,87.02,77.90,81.55
etsybag_scrap3_Polygon-2,etsybag,0.25,78.48,54.28,74.81
etsybag_scrap3_Polygon-4,etsybag,0.25,89.83,88.71,82.02
etsybag_scrap3_Polygon-5,etsybag,0.25,82.45,83.95,81.70
etsybag_scrap3_Polygon-6,etsybag,0.25,77.39,80.91,77.39
etsybag_scrap3_Polygon-7,etsybag,0.25,89.71,83.94,85.86
etsybag_scrap3_Polygon-3,etsybag,0.25,87.10,87.10,81.65
etsybag_scrap8_Polygon-6,etsybag,0.25,77.28,87.32,80.29
etsybag_scrap8_Polygon-9,etsybag,0.25,84.09,89.04,81.12
etsybag_scrap8_Polygon-3,etsybag,0.25,82.19,88.06,75.34
etsybag_scrap8_Polygon-7,etsybag,0.25,86.64,87.61,81.77
etsybag_scrap8_Polygon-4,etsybag,0.25,91.98,84.47,78.84
etsybag_scrap8_Polygon-2,etsybag,0.25,92.57,85.01,79.34
etsybag_scrap8_Polygon-10,etsybag,0.25,86.01,88.98,83.05
etsybag_scrap8_Polygon-5,etsybag,0.25,87.15,88.13,82.25
etsybag_scrap8_Polygon-8,etsybag,0.25,90.47,87.56,80.75
etsybag_scrap2_Polygon-2,etsybag,0.25,90.85,89.18,90.85
etsybag_scrap2_Polygon-6,etsybag,0.25,76.50,68.00,63.75
etsybag_scrap2_Polygon-7,etsybag,0.25,74.97,66.64,62.47
etsybag_scrap2_Polygon-5,etsybag,0.25,83.50,89.47,82.51
etsybag_scrap2_Polygon-9,etsybag,0.25,70.34,62.52,58.61
etsybag_scrap2_Polygon-3,etsybag,0.25,83.74,87.64,81.80
etsybag_scrap2_Polygon-4,etsybag,0.25,71.93,89.91,79.92
etsybag_scrap2_Polygon-8,etsybag,0.25,70.64,62.79,58.87
etsybag_scrap5_Polygon-3,etsybag,0.25,84.55,92.91,84.55
etsybag_scrap5_Polygon-2,etsybag,0.25,95.36,94.91,94.00
etsybag_scrap5_Polygon-4,etsybag,0.25,81.17,72.15,74.41
etsybag_scrap6_Polygon-2,etsybag,0.25,90.04,90.22,89.49
etsybag_scrap6_Polygon-4,etsybag,0.25,88.59,84.17,87.57
etsybag_scrap6_Polygon-3,etsybag,0.25,89.45,84.60,86.76
etsybag_scrap9_Polygon-4,etsybag,0.25,77.62,74.25,74.25
etsybag_scrap9_Polygon-3,etsybag,0.25,87.74,84.32,90.30
etsybag_scrap9_Polygon-2,etsybag,0.25,91.14,92.25,92.52
