scrap_id,folder,target_area_in2,isosceles_recovery_pct,306090_recovery_pct,equilateral_recovery_pct
etsybag_scrap2_Polygon-5,etsybag,2.0,63.62,47.72,47.72
etsybag_scrap2_Polygon-9,etsybag,2.0,62.52,0.00,31.26
etsybag_scrap2_Polygon-3,etsybag,2.0,62.32,46.74,46.74
etsybag_scrap2_Polygon-4,etsybag,2.0,63.94,47.95,47.95
etsybag_scrap2_Polygon-8,etsybag,2.0,62.79,0.00,31.40
etsybag_scrap5_Polygon-3,etsybag,2.0,59.46,66.90,66.90
etsybag_scrap5_Polygon-2,etsybag,2.0,93.10,87.41,84.30
etsybag_scrap5_Polygon-4,etsybag,2.0,72.15,54.12,54.12
etsybag_scrap6_Polygon-2,etsybag,2.0,70.71,70.71,81.02
etsybag_scrap6_Polygon-4,etsybag,2.0,73.50,50.82,68.97
etsybag_scrap6_Polygon-3,etsybag,2.0,75.44,66.82,64.66
etsybag_scrap9_Polygon-4,etsybag,2.0,27.00,54.00,40.50
etsybag_scrap9_Polygon-3,etsybag,2.0,63.81,70.64,59.25
etsybag_scrap9_Polygon-2,etsybag,2.0,72.80,66.19,83.84
linen_scrap2-3_Polygon6,linen,2.0,77.14,72.31,57.85
linen_scrap2-3_Polygon2,linen,2.0,74.83,66.51,62.36
linen_scrap2-3_Polygon4,linen,2.0,63.82,80.61,67.18
linen_scrap2-3_Polygon3,linen,2.0,68.79,61.15,64.97
linen_scrap2-3_Polygon5,linen,2.0,67.64,72.47,67.64
linen_scrap3-1_Polygon4,linen,2.0,50.67,50.67,67.56
linen_scrap3-1_Polygon6,linen,2.0,60.52,60.52,60.52
linen_scrap3-1_Polygon7,linen,2.0,70.54,62.70,58.78
linen_scrap3-1_Polygon2,linen,2.0,62.79,62.79,62.79
linen_scrap3-1_Polygon8,linen,2.0,52.69,81.06,72.95
linen_scrap3-1_Polygon3,linen,2.0,47.69,71.53,47.69
linen_scrap3-1_Polygon5,linen,2.0,62.53,78.17,62.53
linen_scrap2-2_Polygon9,linen,2.0,55.51,41.63,48.57
linen_scrap2-2_Polygon5,linen,2.0,42.82,64.23,64.23
linen_scrap2-2_Polygon7,linen,2.0,53.29,66.61,46.63
linen_scrap2-2_Polygon8,linen,2.0,70.76,70.76,60.65
linen_scrap2-2_Polygon3,linen,2.0,59.67,59.67,59.67
linen_scrap2-2_Polygon4,linen,2.0,44.46,72.24,50.01
linen_scrap2-2_Polygon6,linen,2.0,54.64,40.98,54.64
linen_scrap2-2_Polygon2,linen,2.0,47.22,68.21,62.96
linen_scrap1-2_Polygon3,linen,2.0,60.46,67.18,60.46
linen_scrap1-2_Polygon4,linen,2.0,47.11,78.51,70.66
linen_scrap1-2_Polygon2,linen,2.0,68.41,76.01,68.41
linen_scrap1-2_Polygon5,linen,2.0,63.91,75.19,67.67
linen_scrap1-1_Polygon4,linen,2.0,74.76,62.30,56.07
linen_scrap1-1_Polygon7,linen,2.0,66.04,69.52,62.57
linen_scrap1-1_Polygon6,linen,2.0,76.70,63.91,60.72
linen_scrap1-1_Polygon2,linen,2.0,59.05,62.33,68.89
linen_scrap1-1_Polygon5,linen,2.0,67.28,84.83,70.20
linen_scrap1-1_Polygon3,linen,2.0,69.82,58.18,61.09
linen_scrap3-2_Polygon4,linen,2.0,36.09,36.09,36.09
linen_scrap3-2_Polygon6,linen,2.0,43.88,43.88,43.88
linen_scrap3-2_Polygon3,linen,2.0,48.87,48.87,36.65
linen_scrap3-2_Polygon5,linen,2.0,65.25,48.94,48.94
linen_scrap3-2_Polygon2,linen,2.0,54.84,41.13,27.42
linen_scrap2-1_Polygon11,linen,2.0,28.93,57.87,28.93
linen_scrap2-1_Polygon10,linen,2.0,47.83,47.83,23.92
linen_scrap2-1_Polygon9,linen,2.0,26.42,52.83,26.42
linen_scrap2-1_Polygon8,linen,2.0,26.91,53.83,53.83
linen_scrap2-1_Polygon5,linen,2.0,0.00,0.00,0.00
linen_scrap2-1_Polygon2,linen,2.0,39.00,58.51,29.25
linen_scrap2-1_Polygon4,linen,2.0,41.84,41.84,52.30
linen_scrap2-1_Polygon6,linen,2.0,51.52,51.52,25.76
linen_scrap2-1_Polygon3,linen,2.0,35.39,47.19,23.60
linen_scrap2-1_Polygon7,linen,2.0,34.90,52.35,17.45
linen_scrap2-1_Polygon12,linen,2.0,26.28,52.56,26.28
etsybag2_scraps1_Polygon-3,etsybag2,2.0,84.95,55.22,76.46
etsybag2_scraps1_Polygon-2,etsybag2,2.0,73.55,49.03,67.42
etsybag2_scraps1_Polygon-5,etsybag2,2.0,53.76,71.68,44.80
etsybag2_scraps1_Polygon-4,etsybag2,2.0,67.00,80.40,60.30
