triangle_id,scrap_id,source_image,v1_x_px,v1_y_px,v2_x_px,v2_y_px,v3_x_px,v3_y_px,triangle_size_inches,orientation,area_px2,area_in2,scale_px_per_in,color
audrey_scrap4_Polygon-2_t0025,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,167.2,167.2,243.2,167.2,167.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0026,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,243.2,243.2,243.2,319.2,167.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0027,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,167.2,243.2,243.2,243.2,167.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0028,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,243.2,319.2,243.2,395.2,167.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0029,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,167.2,319.2,243.2,319.2,167.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0030,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,15.2,319.2,91.2,243.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0031,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,243.2,15.2,319.2,15.2,243.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0032,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,91.2,319.2,167.2,243.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0033,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,243.2,91.2,319.2,91.2,243.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0034,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,167.2,319.2,243.2,243.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0035,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,243.2,167.2,319.2,167.2,243.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0036,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,243.2,319.2,319.2,243.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0037,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,243.2,243.2,319.2,243.2,243.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0038,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,243.2,319.2,319.2,319.2,243.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0039,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,395.2,15.2,395.2,91.2,319.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0040,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,15.2,395.2,15.2,319.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0041,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,395.2,91.2,395.2,167.2,319.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0042,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,91.2,395.2,91.2,319.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0043,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,395.2,167.2,395.2,243.2,319.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0044,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,167.2,395.2,167.2,319.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0045,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,319.2,243.2,395.2,243.2,319.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0046,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,471.2,15.2,471.2,91.2,395.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0047,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,395.2,15.2,471.2,15.2,395.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-2_t0048,audrey_scrap4_Polygon-2,scraps/bag1/scrap4_Polygon-2.png,395.2,91.2,471.2,91.2,395.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0000,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,91.2,91.2,167.2,15.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0001,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,15.2,91.2,91.2,91.2,15.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0002,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,167.2,91.2,243.2,15.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0003,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,15.2,167.2,91.2,167.2,15.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0004,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,243.2,91.2,319.2,15.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0005,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,15.2,243.2,91.2,243.2,15.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0006,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,319.2,91.2,395.2,15.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0007,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,15.2,319.2,91.2,319.2,15.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0008,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,91.2,167.2,167.2,91.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0009,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,91.2,167.2,91.2,91.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0010,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,167.2,167.2,243.2,91.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0011,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,167.2,167.2,167.2,91.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0012,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,243.2,167.2,319.2,91.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0013,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,243.2,167.2,243.2,91.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0014,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,319.2,167.2,395.2,91.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0015,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,91.2,319.2,167.2,319.2,91.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0016,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,91.2,243.2,167.2,167.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0017,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,91.2,243.2,91.2,167.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0018,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,167.2,243.2,243.2,167.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0019,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,167.2,243.2,167.2,167.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0020,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,243.2,243.2,319.2,167.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0021,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,243.2,243.2,243.2,167.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0022,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,319.2,243.2,395.2,167.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0023,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,167.2,319.2,243.2,319.2,167.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0024,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,15.2,319.2,91.2,243.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0025,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,91.2,319.2,167.2,243.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0026,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,91.2,319.2,91.2,243.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0027,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,167.2,319.2,243.2,243.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0028,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,167.2,319.2,167.2,243.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0029,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,243.2,319.2,319.2,243.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0030,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,243.2,319.2,243.2,243.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0031,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,319.2,319.2,395.2,243.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0032,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,243.2,319.2,319.2,319.2,243.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0033,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,15.2,395.2,91.2,319.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0034,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,15.2,395.2,15.2,319.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0035,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,91.2,395.2,167.2,319.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0036,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,91.2,395.2,91.2,319.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0037,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,167.2,395.2,243.2,319.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0038,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,167.2,395.2,167.2,319.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0039,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,243.2,395.2,319.2,319.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0040,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,243.2,395.2,243.2,319.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0041,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,319.2,395.2,395.2,319.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0042,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,319.2,319.2,395.2,319.2,319.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0043,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,15.2,471.2,91.2,395.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0044,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,15.2,471.2,15.2,395.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0045,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,91.2,471.2,167.2,395.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0046,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,91.2,471.2,91.2,395.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0047,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,167.2,471.2,243.2,395.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0048,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,167.2,471.2,167.2,395.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0049,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,243.2,471.2,319.2,395.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0050,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,243.2,471.2,243.2,395.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0051,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,319.2,471.2,395.2,395.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0052,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,395.2,319.2,471.2,319.2,395.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0053,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,15.2,547.2,91.2,471.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0054,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,15.2,547.2,15.2,471.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0055,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,91.2,547.2,167.2,471.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0056,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,91.2,547.2,91.2,471.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0057,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,167.2,547.2,243.2,471.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0058,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,167.2,547.2,167.2,471.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0059,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,243.2,547.2,319.2,471.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0060,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,243.2,547.2,243.2,471.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0061,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,319.2,547.2,395.2,471.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0062,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,471.2,319.2,547.2,319.2,471.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0063,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,15.2,623.2,91.2,547.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0064,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,15.2,623.2,15.2,547.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0065,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,91.2,623.2,167.2,547.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0066,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,91.2,623.2,91.2,547.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0067,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,167.2,623.2,243.2,547.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0068,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,167.2,623.2,167.2,547.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0069,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,243.2,623.2,319.2,547.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0070,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,243.2,623.2,243.2,547.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0071,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,319.2,623.2,395.2,547.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0072,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,547.2,319.2,623.2,319.2,547.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0073,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,15.2,699.2,91.2,623.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0074,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,15.2,699.2,15.2,623.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0075,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,91.2,699.2,167.2,623.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0076,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,91.2,699.2,91.2,623.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0077,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,167.2,699.2,243.2,623.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0078,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,167.2,699.2,167.2,623.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0079,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,243.2,699.2,319.2,623.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0080,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,243.2,699.2,243.2,623.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0081,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,319.2,699.2,395.2,623.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0082,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,623.2,319.2,699.2,319.2,623.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0083,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,15.2,775.2,91.2,699.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0084,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,15.2,775.2,15.2,699.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0085,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,91.2,775.2,167.2,699.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0086,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,91.2,775.2,91.2,699.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0087,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,167.2,775.2,243.2,699.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0088,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,167.2,775.2,167.2,699.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0089,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,243.2,775.2,319.2,699.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0090,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,243.2,775.2,243.2,699.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0091,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,319.2,775.2,395.2,699.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0092,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,699.2,319.2,775.2,319.2,699.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0093,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,15.2,851.2,91.2,775.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0094,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,15.2,851.2,15.2,775.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0095,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,91.2,851.2,167.2,775.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0096,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,91.2,851.2,91.2,775.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0097,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,167.2,851.2,243.2,775.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0098,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,167.2,851.2,167.2,775.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0099,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,243.2,851.2,319.2,775.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0100,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,243.2,851.2,243.2,775.2,319.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0101,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,319.2,851.2,395.2,775.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0102,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,775.2,319.2,851.2,319.2,775.2,395.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0103,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,927.2,15.2,927.2,91.2,851.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0104,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,15.2,927.2,15.2,851.2,91.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0105,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,927.2,91.2,927.2,167.2,851.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0106,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,91.2,927.2,91.2,851.2,167.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0107,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,927.2,167.2,927.2,243.2,851.2,243.2,1.0,anti,2888.00,0.5000,76.00,
audrey_scrap4_Polygon-7_t0108,audrey_scrap4_Polygon-7,scraps/bag1/scrap4_Polygon-7.png,851.2,167.2,927.2,167.2,851.2,243.2,1.0,anti,2888.00,0.5000,76.00,
