triangle_id,scrap_id,source_image,v1_x_px,v1_y_px,v2_x_px,v2_y_px,v3_x_px,v3_y_px,triangle_size_inches,orientation,area_px2,area_in2,scale_px_per_in,color
audrey_scrap2_Polygon-14_t0000,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,20.8,124.8,20.8,124.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0001,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,20.8,124.8,124.8,20.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0002,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,124.8,124.8,124.8,124.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0003,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,124.8,124.8,228.8,20.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0004,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,228.8,124.8,228.8,124.8,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0005,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,228.8,124.8,332.8,20.8,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0006,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,332.8,124.8,332.8,124.8,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0007,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,332.8,124.8,436.8,20.8,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0008,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,436.8,124.8,436.8,124.8,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-14_t0009,audrey_scrap2_Polygon-14,scraps/audrey/scrap2_Polygon-14.png,20.8,436.8,124.8,540.8,20.8,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0000,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,20.8,145.6,20.8,145.6,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0001,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,20.8,145.6,124.8,41.6,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0002,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,124.8,145.6,124.8,145.6,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0003,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,124.8,145.6,228.8,41.6,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0004,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,228.8,145.6,228.8,145.6,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0005,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,228.8,145.6,332.8,41.6,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0006,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,332.8,145.6,332.8,145.6,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0007,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,332.8,145.6,436.8,41.6,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0008,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,436.8,145.6,436.8,145.6,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-13_t0009,audrey_scrap2_Polygon-13,scraps/audrey/scrap2_Polygon-13.png,41.6,436.8,145.6,540.8,41.6,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0000,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,20.8,20.8,124.8,20.8,124.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0001,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,20.8,20.8,124.8,124.8,20.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0002,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,20.8,124.8,124.8,124.8,124.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0003,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,20.8,124.8,124.8,228.8,20.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0004,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,124.8,20.8,228.8,20.8,228.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0005,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,124.8,20.8,228.8,124.8,124.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0006,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,124.8,124.8,228.8,124.8,228.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0007,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,124.8,124.8,228.8,228.8,124.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0008,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,228.8,20.8,332.8,20.8,332.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0009,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,228.8,20.8,332.8,124.8,228.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0010,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,228.8,124.8,332.8,124.8,332.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0011,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,228.8,124.8,332.8,228.8,228.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0012,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,332.8,20.8,436.8,20.8,436.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0013,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,332.8,20.8,436.8,124.8,332.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0014,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,332.8,124.8,436.8,124.8,436.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-16_t0015,audrey_scrap2_Polygon-16,scraps/audrey/scrap2_Polygon-16.png,332.8,124.8,436.8,228.8,332.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0000,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,124.8,124.8,124.8,228.8,20.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0001,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,20.8,124.8,124.8,124.8,20.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0002,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,228.8,124.8,228.8,228.8,124.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0003,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,124.8,124.8,228.8,124.8,124.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0004,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,332.8,20.8,332.8,124.8,228.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0005,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,332.8,124.8,332.8,228.8,228.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0006,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,228.8,124.8,332.8,124.8,228.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0007,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,436.8,20.8,436.8,124.8,332.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0008,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,332.8,20.8,436.8,20.8,332.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0009,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,436.8,124.8,436.8,228.8,332.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0010,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,332.8,124.8,436.8,124.8,332.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0011,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,540.8,20.8,540.8,124.8,436.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0012,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,436.8,20.8,540.8,20.8,436.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0013,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,540.8,124.8,540.8,228.8,436.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0014,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,436.8,124.8,540.8,124.8,436.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0015,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,644.8,20.8,644.8,124.8,540.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0016,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,540.8,20.8,644.8,20.8,540.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0017,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,644.8,124.8,644.8,228.8,540.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0018,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,540.8,124.8,644.8,124.8,540.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0019,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,748.8,20.8,748.8,124.8,644.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0020,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,644.8,20.8,748.8,20.8,644.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0021,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,748.8,124.8,748.8,228.8,644.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0022,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,644.8,124.8,748.8,124.8,644.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0023,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,852.8,20.8,852.8,124.8,748.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0024,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,748.8,20.8,852.8,20.8,748.8,124.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-2_t0025,audrey_scrap2_Polygon-2,scraps/audrey/scrap2_Polygon-2.png,748.8,124.8,852.8,124.8,748.8,228.8,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-6_t0000,audrey_scrap2_Polygon-6,scraps/audrey/scrap2_Polygon-6.png,124.8,187.2,124.8,291.2,20.8,291.2,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-6_t0001,audrey_scrap2_Polygon-6,scraps/audrey/scrap2_Polygon-6.png,20.8,187.2,124.8,187.2,20.8,291.2,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-6_t0002,audrey_scrap2_Polygon-6,scraps/audrey/scrap2_Polygon-6.png,228.8,83.2,228.8,187.2,124.8,187.2,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-6_t0003,audrey_scrap2_Polygon-6,scraps/audrey/scrap2_Polygon-6.png,228.8,187.2,228.8,291.2,124.8,291.2,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-6_t0004,audrey_scrap2_Polygon-6,scraps/audrey/scrap2_Polygon-6.png,124.8,187.2,228.8,187.2,124.8,291.2,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0000,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,166.4,41.6,166.4,145.6,62.400000000000006,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0001,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,62.400000000000006,41.6,166.4,41.6,62.400000000000006,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0002,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,166.4,145.6,166.4,249.6,62.400000000000006,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0003,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,62.400000000000006,145.6,166.4,145.6,62.400000000000006,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0004,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,270.4,41.6,270.4,145.6,166.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0005,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,166.4,41.6,270.4,41.6,166.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0006,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,270.4,145.6,270.4,249.6,166.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0007,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,166.4,145.6,270.4,145.6,166.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0008,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,374.4,41.6,374.4,145.6,270.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0009,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,270.4,41.6,374.4,41.6,270.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0010,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,374.4,145.6,374.4,249.6,270.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0011,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,270.4,145.6,374.4,145.6,270.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0012,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,478.4,41.6,478.4,145.6,374.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0013,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,374.4,41.6,478.4,41.6,374.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0014,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,478.4,145.6,478.4,249.6,374.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0015,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,374.4,145.6,478.4,145.6,374.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0016,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,582.4,41.6,582.4,145.6,478.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0017,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,478.4,41.6,582.4,41.6,478.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0018,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,582.4,145.6,582.4,249.6,478.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0019,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,478.4,145.6,582.4,145.6,478.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0020,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,686.4,41.6,686.4,145.6,582.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0021,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,582.4,41.6,686.4,41.6,582.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0022,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,686.4,145.6,686.4,249.6,582.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0023,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,582.4,145.6,686.4,145.6,582.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0024,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,790.4,41.6,790.4,145.6,686.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0025,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,686.4,41.6,790.4,41.6,686.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0026,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,790.4,145.6,790.4,249.6,686.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0027,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,686.4,145.6,790.4,145.6,686.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0028,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,894.4,41.6,894.4,145.6,790.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0029,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,790.4,41.6,894.4,41.6,790.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0030,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,790.4,145.6,894.4,145.6,790.4,249.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0031,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,998.4,41.6,998.4,145.6,894.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0032,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,894.4,41.6,998.4,41.6,894.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0033,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1102.4,41.6,1102.4,145.6,998.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0034,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,998.4,41.6,1102.4,41.6,998.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0035,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1206.4,41.6,1206.4,145.6,1102.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0036,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1102.4,41.6,1206.4,41.6,1102.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0037,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1310.4,41.6,1310.4,145.6,1206.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0038,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1206.4,41.6,1310.4,41.6,1206.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0039,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1414.4,41.6,1414.4,145.6,1310.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0040,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1310.4,41.6,1414.4,41.6,1310.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0041,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1518.4,41.6,1518.4,145.6,1414.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-7_t0042,audrey_scrap2_Polygon-7,scraps/audrey/scrap2_Polygon-7.png,1414.4,41.6,1518.4,41.6,1414.4,145.6,1.0,anti,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0000,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,20.8,124.8,20.8,124.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0001,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,20.8,124.8,124.8,20.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0002,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,124.8,124.8,124.8,124.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0003,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,124.8,124.8,228.8,20.8,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0004,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,228.8,124.8,228.8,124.8,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0005,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,228.8,124.8,332.8,20.8,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0006,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,332.8,124.8,332.8,124.8,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0007,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,332.8,124.8,436.8,20.8,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0008,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,436.8,124.8,436.8,124.8,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-10_t0009,audrey_scrap2_Polygon-10,scraps/audrey/scrap2_Polygon-10.png,20.8,436.8,124.8,540.8,20.8,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-5_t0000,audrey_scrap2_Polygon-5,scraps/audrey/scrap2_Polygon-5.png,20.8,20.8,124.8,20.8,124.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-5_t0001,audrey_scrap2_Polygon-5,scraps/audrey/scrap2_Polygon-5.png,20.8,20.8,124.8,124.8,20.8,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0000,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,20.8,166.4,20.8,166.4,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0001,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,20.8,166.4,124.8,62.400000000000006,124.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0002,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,124.8,166.4,124.8,166.4,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0003,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,124.8,166.4,228.8,62.400000000000006,228.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0004,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,228.8,166.4,228.8,166.4,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0005,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,228.8,166.4,332.8,62.400000000000006,332.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0006,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,332.8,166.4,332.8,166.4,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0007,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,332.8,166.4,436.8,62.400000000000006,436.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0008,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,436.8,166.4,436.8,166.4,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-9_t0009,audrey_scrap2_Polygon-9,scraps/audrey/scrap2_Polygon-9.png,62.400000000000006,436.8,166.4,540.8,62.400000000000006,540.8,1.0,main,5408.00,0.5000,104.00,
audrey_scrap2_Polygon-18_t0000,audrey_scrap2_Polygon-18,scraps/audrey/scrap2_Polygon-18.png,0.0,20.8,104.0,20.8,104.0,124.8,1.0,main,5408.00,0.5000,104.00,
